DESCRIPTION,LOCATION,PRICE
5 Bedroom Duplex,"Omole Phase 2, Omole, Ikeja","N5,000,000 per year"
Flat & Apartment,"Olufemi Street Off Nathan, Surulere","N600,000 per year"
2 Bedroom Duplex,"Eko, Parkview Estate, Ikoyi","N4,000,000 per year"
6 Bedroom Duplex,Ikoyi,"N16,000,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N6,000,000 per year"
4 Bedroom Terrace,"Orchid , Lekki Expressway, Lekki","N4,500,000 per year"
4 Bedroom Terrace,"Chevron , Chevron Drive, Lekki","N4,000,000 per year"
Flat & Apartment,"Ikoyi, Banana Island, Ikoyi","N15,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island Estate, Banana Island, Ikoyi","N9,000,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N5,000,000 per year"
4 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N12,000,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N4,000,000 per year"
4 Bedroom Duplex,"Old Ikoyi, Ikoyi","N18,000,000 per year"
3 Bedroom Terrace,"Chevron, Chevron Drive, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Ikate Elegushi, Lekki","N68,000,000 per year"
5 Bedroom Duplex,"Lekki, Lekki Phase 1, Lekki","N8,000,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N7,000,000 per year"
5 Bedroom Duplex,"Off Bourdillon Road, Ikoyi, Ikoyi","N15,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N20,000,000 per year"
5 Bedroom Duplex,"3Rd Avenue, Banana Island, Ikoyi","N45,000,000 per year"
2 Bedroom Flat & Apartment,"Chevron, Chevron Drive, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Oniru, Victoria Island","N8,000,000 per year"
4 Bedroom Duplex,"Oral Ext , Ikota, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island Estate, Banana Island, Ikoyi","N8,000,000 per year"
2 Bedroom Flat & Apartment,"Sangotedo, Ajah","N1,000,000 per year"
3 Bedroom Flat & Apartment,"Mobolaji Johnson, Ikoyi","N10,000,000 per year"
4 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N43,207,891 per year"
5 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N7,000,000 per year"
5 Bedroom House,"Gra Ikeja, Ikeja , Ikeja","N8,500,000 per year"
4 Bedroom House,Ikoyi,"N16,000,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N4,500,000 per year"
2 Bedroom Duplex,"Ladipo Omotosho, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N8,000,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N8,300,000 per year"
3 Bedroom Flat & Apartment,Ajah,"N1,950,000 per year"
5 Bedroom Duplex,"Orchid Road, Ikota, Lekki","N5,500,000 per year"
2 Bedroom Flat & Apartment,"Lekki, Ikota, Lekki","N1,500,000 per year"
4 Bedroom Terrace,"Ikota, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Ikoyi , Parkview Estate, Ikoyi","N3,000,000 per year"
4 Bedroom Duplex,"Ikota Villa Estate, Ikota, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
4 Bedroom Duplex,"Oniru Lekki , Oniru, Victoria Island","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N3,300,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N5,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Expressway, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Orchid , Ikota, Lekki","N4,500,000 per year"
2 Bedroom Flat & Apartment,"Maryland Estate, Maryland, Ikeja","N2,000,000 per year"
Flat & Apartment,"Old Ikoyi, Ikoyi","N8,500,000 per year"
2 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N2,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Expressway, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N165,000,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N10,000,000 per year"
2 Bedroom Flat & Apartment,Ikoyi,"N6,000,000 per year"
4 Bedroom Terrace,Ikoyi,"N10,000,000 per year"
4 Bedroom Flat & Apartment,Victoria Island,"N35,000,000 per year"
3 Bedroom Terrace,"Ikota, Lekki","N3,000,000 per year"
4 Bedroom Terrace,"Ikate, Ikate Elegushi, Lekki","N5,500,000 per year"
2 Bedroom Duplex,"Ikota, Lekki","N2,250,000 per year"
4 Bedroom Duplex,"Lafiaji, Lekki","N3,000,000 per year"
4 Bedroom Flat & Apartment,"Osapa, Lekki","N4,500,000 per year"
6 Bedroom House,Ikoyi,"N30,000,000 per year"
3 Bedroom Flat & Apartment,"Osapa London, Osapa, Lekki","N4,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Ikate Elegushi, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N8,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N10,000,000 per year"
4 Bedroom Terrace,Ikoyi,"N7,500,000 per year"
4 Bedroom Duplex,"Ologolo, Lekki","N3,750,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N12,000,000 per year"
4 Bedroom Duplex,"Ikota Gra , Ikota, Lekki","N3,800,000 per year"
Flat & Apartment,"Lekki Phase 1, Lekki","N1,600,000 per year"
4 Bedroom Terrace,"Ikoyi, Banana Island, Ikoyi","N18,000,000 per year"
4 Bedroom Duplex,"Chevy View Estate, Chevron Drive, Lekki","N5,500,000 per year"
3 Bedroom Flat & Apartment,"Off Bourdillon, Ikoyi","N14,000,000 per year"
3 Bedroom Flat & Apartment,"Alfred Rewane, Ikoyi","N16,000,000 per year"
Bungalow,"Lekki, Lekki Expressway, Lekki","N900,000 per year"
3 Bedroom Flat & Apartment,"Lekki Palm City Estate Off Ado Road, Addo, Ajah","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Off Alexander Road, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N11,000,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N14,000,000 per year"
4 Bedroom Duplex,"Old Ikoyi, Ikoyi","N12,000,000 per year"
4 Bedroom Duplex,"Femi Okunnu Road, Ikoyi","N13,000,000 per year"
4 Bedroom Terrace,"Ikoyi, Banana Island, Ikoyi","N10,000,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N12,000,000 per year"
4 Bedroom House,"Banana Island , Ikoyi","N18,000,000 per year"
5 Bedroom Duplex,"Osapa, Lekki","N5,000,000 per year"
3 Bedroom Terrace,"Osborne Foreshore Estate Phase 1, Ikoyi","N8,000,000 per year"
3 Bedroom Duplex,"Oniru, Victoria Island","N10,000,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N7,000,000 per year"
4 Bedroom Duplex,"Off Glover Road, Ikoyi","N12,000,000 per year"
4 Bedroom Duplex,"Off Glover Road, Ikoyi","N12,000,000 per year"
4 Bedroom Duplex,"Banana Island Link Road, Ikoyi","N7,500,000 per year"
2 Bedroom Flat & Apartment,"Lekki , Lekki Phase 1, Lekki","N2,500,000 per year"
3 Bedroom Flat & Apartment,"Oniru, Victoria Island","N6,000,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N10,000,000 per year"
4 Bedroom Terrace,"Old Ikoyi, Ikoyi","N20,000,000 per year"
4 Bedroom Duplex,"Mafoluku, Oshodi","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,400,000 per year"
5 Bedroom Duplex,"Adeniyi Jones , Ikeja , Ikeja","N4,500,000 per year"
5 Bedroom Duplex,"Idado, Lekki","N7,000,000 per year"
4 Bedroom Duplex,"Osborne Foreshore Estate, Phase 1, Ikoyi","N12,500,000 per year"
4 Bedroom Duplex,"Ikate, Ikate Elegushi, Lekki","N10,500,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N8,000,000 per year"
5 Bedroom Duplex,"Chevron Alternative, Chevron Drive, Lekki","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N3,500,000 per year"
4 Bedroom Flat & Apartment,"Vi, Victoria Island","N4,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki Phase 1, Lekki","N4,000,000 per year"
Warehouse,"Off Capitol Road, Dopemu Agege L.G.A , Dopemu , Agege","N15,000,000 per year"
3 Bedroom House,Ikoyi,"N12,500,000 per year"
3 Bedroom Flat & Apartment,"Third Avenue, Banana Island, Ikoyi","N14,000,000 per year"
4 Bedroom Flat & Apartment,Ikoyi,"N8,500,000 per year"
4 Bedroom Townhouse,"Bank Road, Ikoyi","N12,000,000 per year"
4 Bedroom Terrace,"Old, Ikoyi","N10,000,000 per year"
4 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Oral Estate, Chevron Drive, Lekki","N2,700,000 per year"
5 Bedroom Duplex,"Agungi, Lekki","N4,500,000 per year"
4 Bedroom Duplex,"Orchid , Ikota, Lekki","N4,200,000 per year"
Flat & Apartment,"Ajah, Badore, Ajah","N800,000 per year"
5 Bedroom Duplex,"Agungi, Lekki","N6,000,000 per year"
4 Bedroom Duplex,"Parkview Estate, Ikoyi","N8,000,000 per year"
4 Bedroom Terrace,"Bannaa Island Estate, Banana Island, Ikoyi","N9,000,000 per year"
4 Bedroom Terrace,Ikoyi,"N18,000,000 per year"
4 Bedroom House,"Abacha Estate, Ikoyi","N8,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N10,000,000 per year"
5 Bedroom Terrace,"Tejuosho Estate, Allen Avenue, Ikeja","N5,500,000 per year"
4 Bedroom Duplex,"Lekki, Chevron Drive, Lekki","N4,000,000 per year"
4 Bedroom Flat & Apartment,"Old, Ikoyi","N14,000,000 per year"
5 Bedroom Duplex,"Agungi, Lekki","N5,500,000 per year"
4 Bedroom Duplex,"Lekki, Chevron Drive, Lekki","N4,200,000 per year"
Flat & Apartment,"Ikoyi, Parkview Estate, Ikoyi","N6,500,000 per year"
4 Bedroom Duplex,"Chevron Alternative , Chevron Drive, Lekki","N4,500,000 per year"
5 Bedroom Duplex,"Chevron Alternative , Chevron Drive, Lekki","N6,000,000 per year"
5 Bedroom Duplex,"Adeniyi Jones, Ikeja , Ikeja","N7,000,000 per year"
4 Bedroom Duplex,"Old, Ikoyi","N15,000,000 per year"
5 Bedroom Duplex,"Old Ikoyi, Ikoyi","N13,000,000 per year"
5 Bedroom Duplex,"Off Alexander Road, Ikoyi","N8,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N7,500,000 per year"
5 Bedroom Duplex,"Lekki, Agungi, Lekki","N5,500,000 per year"
4 Bedroom Flat & Apartment,"Off Admiralty, Lekki Phase 1, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Chevron, Chevron Drive, Lekki","N2,700,000 per year"
5 Bedroom Duplex,"Old , Ikoyi","N25,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N2,800,000 per year"
4 Bedroom Flat & Apartment,"Ikoyi, Banana Island, Ikoyi","N18,000,000 per year"
5 Bedroom Duplex,"By Chevron, Chevron Drive, Lekki","N15,000,000 per year"
5 Bedroom House,"Pinnock Beach Estate, Osapa, Lekki","N9,000,000 per year"
3 Bedroom Flat & Apartment,"Fifth Avenue, Banana Island, Ikoyi","N16,000,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N25,000,000 per year"
3 Bedroom Flat & Apartment,"Off Third Avenue, Banana Island, Ikoyi","N16,000,000 per year"
4 Bedroom Duplex,"Megamound, Ikota, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N25,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N15,000,000 per year"
3 Bedroom Flat & Apartment,"Mixed Use Zone , Banana Island, Ikoyi","N25,000,000 per year"
3 Bedroom Flat & Apartment,"Alexandra Road, Ikoyi","N4,000,000 per year"
4 Bedroom Duplex,"Mega Mound, Ikota, Lekki","N3,300,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Parkview Estate, Ikoyi","N5,000,000 per year"
5 Bedroom Duplex,"Old Ikoyi, Ikoyi","N15,000,000 per year"
5 Bedroom Duplex,"Old Ikoyi, Ikoyi","N18,000,000 per year"
4 Bedroom Duplex,"Orchid, Lafiaji, Lekki","N2,800,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N50,000,000 per year"
4 Bedroom Flat & Apartment,"Ikoyi, Banana Island, Ikoyi","N18,000,000 per year"
Flat & Apartment,"Off Osho Street In Fagba Lagos , Ogba, Ikeja","N400,000 per year"
2 Bedroom Flat & Apartment,"Off Copper Road, Ikoyi","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Ikoyi, Parkview Estate, Ikoyi","N5,000,000 per year"
3 Bedroom Terrace,"Off Glover Road , Ikoyi","N12,000,000 per year"
3 Bedroom Duplex,"Chevron Drive, Lekki","N3,000,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N4,500,000 per year"
4 Bedroom Duplex,"2Nd Toll Gate ,Orchid Road,Lekki,Lagos, Chevron Drive, Lekki","N3,500,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N90,000,000 per year"
5 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N7,000,000 per year"
4 Bedroom Duplex,"2Nd Toll Gate,Chevron Axis,Lekki,Lagos, Chevron Drive, Lekki","N5,000,000 per year"
4 Bedroom Duplex,"2Nd Toll Gate,Chevron Axis,Lekki,Lagos , Chevron Drive, Lekki","N5,000,000 per year"
6 Bedroom Duplex,"Northern Foreshore Estate, Chevron Drive, Lekki","N10,000,000 per year"
4 Bedroom Duplex,"Chevy View Estate , Chevron Drive, Lekki","N4,500,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N4,500,000 per year"
4 Bedroom Duplex,"Old Ikoyi, Ikoyi","N8,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N11,000,000 per year"
4 Bedroom Duplex,"Chevron Toll Gate, Chevron Drive, Lekki","N5,000,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N4,500,000 per year"
5 Bedroom Duplex,"Bera Estate, Chevron Drive, Lekki","N7,000,000 per year"
4 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N18,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,500,000 per year"
5 Bedroom Duplex,"Omole Phase 1, Omole, Ikeja","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Ikeja Gra,  Ikeja G.R.A, Ikeja","N5,500,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N10,000,000 per year"
4 Bedroom Duplex,"Parkview Estate, Ikoyi","N8,000,000 per year"
5 Bedroom Duplex,"Chevron Drive, Lekki","N4,500,000 per year"
5 Bedroom Duplex,"Lekki, Lekki Phase 1, Lekki","N12,000,000 per year"
5 Bedroom Duplex,"Lekki, Lekki Phase 1, Lekki","N7,500,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N13,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N11,000,000 per year"
4 Bedroom Terrace,"Orchid, Lekki Phase 2, Lekki","N3,000,000 per year"
4 Bedroom Duplex,"Lekki, Lekki Phase 1, Lekki","N6,000,000 per year"
7 Bedroom Duplex,"Lekki Phase 1, Lekki","N25,000,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N7,000,000 per year"
4 Bedroom Terrace,"Lekki., Lekki Phase 1, Lekki","N7,500,000 per year"
3 Bedroom Flat & Apartment,"Sangotdeo, Sangotedo, Ajah","N1,100,000 per year"
4 Bedroom Duplex,"Osborne Foreshore Ii, Ikoyi","N7,000,000 per year"
4 Bedroom Duplex,"Ikota Gra, Lekki Phase 2, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Orchid, Lekki Phase 2, Lekki","N4,500,000 per year"
3 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N10,000,000 per year"
4 Bedroom Duplex,"Chevron, Chevron Drive, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Vi, Victoria Island","N11,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N7,500,000 per year"
4 Bedroom Terrace,"Lekki, Lekki Phase 1, Lekki","N6,000,000 per year"
Flat & Apartment,"Chevron Alternative, Chevron Drive, Lekki","N1,900,000 per year"
2 Bedroom Flat & Apartment,"Off Femi Olumide, Ikoyi","N7,000,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N4,000,000 per year"
4 Bedroom Duplex,"Oniru, Victoria Island","N7,000,000 per year"
4 Bedroom Duplex,"Orchid, Lekki Expressway, Lekki","N5,500,000 per year"
2 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N7,500,000 per year"
4 Bedroom Flat & Apartment,"Old Ikoyi, Ikoyi","N11,000,000 per year"
4 Bedroom Terrace,"Barolla, Off Freedom Way, Lekki Phase 1, Lekki","N7,000,000 per year"
5 Bedroom Terrace,"Oniru Estate, Oniru, Victoria Island","N8,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N7,000,000 per year"
4 Bedroom Duplex,Ikoyi,"N13,000,000 per year"
3 Bedroom Flat & Apartment,"Idowu Taylor Victoria Island , Victoria Island","N11,000,000 per year"
4 Bedroom Terrace,"Oniru Estate, Oniru, Victoria Island","N9,000,000 per year"
3 Bedroom Flat & Apartment,Ikoyi,"N6,000,000 per year"
3 Bedroom Flat & Apartment,"Vi, Victoria Island","N10,000,000 per year"
3 Bedroom Duplex,"Lekki Phase 1, Lekki","N3,500,000 per year"
2 Bedroom Flat & Apartment,"Bariga, Gbagada","N1,200,000 per year"
6 Bedroom Duplex,"Parkview, Parkview Estate, Ikoyi","N16,000,000 per year"
3 Bedroom Flat & Apartment,"Vi, Victoria Island","N8,000,000 per year"
5 Bedroom Duplex,"Park View Estate, Parkview Estate, Ikoyi","N10,200,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N5,000,000 per year"
4 Bedroom Duplex,"Agungi, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Off Kofo Abayomi Street, Victoria Island","N8,000,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N12,000,000 per year"
2 Bedroom Flat & Apartment,"Ahmadu Bello, Victoria Island","N6,500,000 per year"
3 Bedroom Flat & Apartment,"Adeola Odeku, Victoria Island","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Taslim Elias Close, Off Ahmadu Bello Way, Victoria Island","N10,000,000 per year"
4 Bedroom Terrace,"Coker Estate Alausa , Alausa, Ikeja","N3,500,000 per year"
5 Bedroom Duplex,"Oniru Estate, Oniru, Victoria Island","N9,000,000 per year"
3 Bedroom Flat & Apartment,"Ikate, Ikate Elegushi, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Alfred Rewane, Ikoyi","N10,000,000 per year"
3 Bedroom Flat & Apartment,"Oba Adeyinka Oyekan, Ikoyi","N8,000,000 per year"
3 Bedroom Duplex,"Ikoyi, Banana Island, Ikoyi","N6,000,000 per year"
3 Bedroom Terrace,Ikoyi,"N8,500,000 per year"
4 Bedroom Terrace,"Lekki Phase 1, Lekki","N5,000,000 per year"
5 Bedroom Duplex,Ikoyi,"N20,000,000 per year"
5 Bedroom Duplex,"Behind Churchgate Towers, Victoria Island","N30,000,000 per year"
5 Bedroom Duplex,"Ikoyi, Banana Island, Ikoyi","N15,000,000 per year"
4 Bedroom Flat & Apartment,"1004 Housing Estate, Victoria Island","N4,500,000 per day"
4 Bedroom Duplex,"Ikoyi, Banana Island, Ikoyi","N11,000,000 per year"
4 Bedroom Duplex,"3Rd Rounabout, Lekki Phase 1, Lekki","N6,000,000 per year"
3 Bedroom Flat & Apartment,"Jose Maria , Lekki Phase 1, Lekki","N6,500,000 per year"
4 Bedroom Terrace,"Lekki Phase 1, Lekki","N6,000,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N5,000,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N6,500,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N7,000,000 per year"
3 Bedroom Flat & Apartment,"Ikeja Gra , Ikeja , Ikeja","N8,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N10,000,000 per year"
3 Bedroom Duplex,"Lekki Phase 1, Lekki","N3,500,000 per year"
4 Bedroom Terrace,"Lekki Phase 1, Lekki","N6,000,000 per year"
2 Bedroom Flat & Apartment,"Agungi, Lekki","N2,500,000 per year"
Flat & Apartment,"Conservation Road, Ikota, Lekki","N1,000,000 per year"
4 Bedroom Terrace,"Admiralty Way, Lekki Phase 1, Lekki","N7,500,000 per year"
3 Bedroom Terrace,"Lekki Phase 1, Lekki","N4,000,000 per year"
5 Bedroom Duplex,"Osapa London, Osapa, Lekki","N12,000,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N3,500,000 per year"
3 Bedroom Flat & Apartment,"Lekki, Chevron Drive, Lekki","N3,500,000 per year"
3 Bedroom Duplex,"Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Terrace,"Banana Island, Ikoyi","N13,000,000 per year"
4 Bedroom Duplex,Victoria Island,"N20,000,000 per year"
Flat & Apartment,"Vi, Oniru, Victoria Island","N3,200,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N15,000,000 per year"
5 Bedroom Terrace,"Residential Zone , Banana Island, Ikoyi","N11,000,000 per year"
5 Bedroom Duplex,"2Nd Avenue, Banana Island, Ikoyi","N30,000,000 per year"
4 Bedroom Terrace,"Illasan , Ikate Elegushi, Lekki","N5,000,000 per year"
3 Bedroom Flat & Apartment,"Off Adeola Odeku, Victoria Island","N7,500,000 per year"
4 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N4,500,000 per year"
2 Bedroom Flat & Apartment,"Marwa, Lekki Phase 1, Lekki","N12,000,000 per year"
3 Bedroom Flat & Apartment,"Vi, Victoria Island","N8,000,000 per year"
5 Bedroom Duplex,"Off Adeniyi Jones Avenue, Ikeja , Ikeja","N5,500,000 per year"
2 Bedroom Flat & Apartment,"Adaba Mews, Yaba","N2,000,000 per year"
4 Bedroom Duplex,"Agungi, Lekki","N8,000,000 per year"
4 Bedroom Duplex,"Lekki Phase 1, Lekki","N6,500,000 per year"
3 Bedroom Duplex,"Lekki Phase 1, Lekki","N4,000,000 per year"
4 Bedroom Duplex,"Osborne, Ikoyi","N4,000,000 per year"
4 Bedroom Duplex,"Abiola Court Estate, Chevron Drive, Lekki","N3,500,000 per year"
4 Bedroom Flat & Apartment,"Ikoyi, Banana Island, Ikoyi","N10,000,000 per year"
4 Bedroom Terrace,"Lekki Phase 1, Lekki","N5,000,000 per year"
5 Bedroom Duplex,"Lekki Phase 1, Lekki","N10,000,000 per year"
5 Bedroom Duplex,"Banana Island, Ikoyi","N30,000,000 per year"
5 Bedroom Duplex,"Banana Island Estate, Banana Island, Ikoyi","N25,000,000 per year"
3 Bedroom Flat & Apartment,"Parkview, Parkview Estate, Ikoyi","N12,000,000 per year"
3 Bedroom Flat & Apartment,"Omole Phase 2 Estate, Omole, Ikeja","N2,300,000 per year"
3 Bedroom Flat & Apartment,"Awuse Estate, Opebi, Ikeja","N3,500,000 per year"
4 Bedroom Duplex,"Magbon Close Off Bourdilon Road, Ikoyi","N8,000,000 per year"
3 Bedroom Flat & Apartment,Victoria Island,"N10,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N6,500,000 per year"
2 Bedroom Flat & Apartment,"Lekki, Lekki Phase 1, Lekki","N2,000,000 per year"
2 Bedroom Flat & Apartment,"Lekki Right, Lekki Phase 1, Lekki","N15,000,000 per year"
4 Bedroom Duplex,"Banana Island, Ikoyi","N16,000,000 per year"
3 Bedroom Flat & Apartment,"Banana Island, Ikoyi","N15,000,000 per year"
5 Bedroom Duplex,"Gra, Ikeja , Ikeja","N10,000,000 per year"
3 Bedroom Townhouse,"Nike Art Gallery Rd, Ikate Elegushi, Lekki","N7,500,000 per year"
4 Bedroom Duplex,"Mojisola Onikoyi, Ikoyi","N12,000,000 per year"
